Accession,TotInt_126C_Ecoli_12prot_MS2,TotInt_127N_Ecoli_12prot_MS2,TotInt_127C_Ecoli_12prot_MS2,TotInt_128N_Ecoli_12prot_MS2,TotInt_128C_Ecoli_12prot_MS2,TotInt_129N_Ecoli_12prot_MS2,TotInt_129C_Ecoli_12prot_MS2,TotInt_130N_Ecoli_12prot_MS2,TotInt_130C_Ecoli_12prot_MS2,TotInt_131N_Ecoli_12prot_MS2
P15311,25040,798.01,4256.8,267.55,1435.8,1426.4,1442.1,12945,428.31,1054.1
P15311,138350,2920.3,21928,459.48,7379.4,15172,8691.8,76683,0,3270.7
Q14847,15243,5602.9,132320,3706.1,29965,243990,0,29105,5932.9,12762
P15311,367330,9141.4,58375,1016.8,19192,42530,25078,208590,782.33,8764.8
P52292,37688,401080,0,56082,211610,3425.4,18151,38571,8460.9,24249
P15311,45930,1207.8,6849.4,35.486,2249.4,4281.3,2586.6,23605,0,1082.8
P15311,143960,4377.9,29005,1079.7,8849.3,15841,10452,86458,0,5889.4
Q15185,38913,98.474,5131.7,3499.9,8335.9,1726.5,633.32,8635.4,2017.4,84771
P06733,55.039,20271,1941.1,1468.6,2240.7,1480.2,4531.1,48677,0,4660.2
P15311,85033,1558.2,12531,119.17,4234.1,8246.2,5087.6,43009,505.76,1790
Q14847,11938,4104.7,97072,3149.8,24297,188710,0,24259,5170.8,11231
O60861,23029,3791.2,108320,5751.4,8269.2,186630,6865.5,20666,0,18815
O60861,7526.3,1465.4,33298,2104.5,1925.7,69054,0,6416.2,130.38,7207.4
Q14847,18446,6636.2,146510,4069.9,36341,300130,0,38491,6379.6,16355
Q9H0R8-2,484.14,0,343.41,6963.5,1343.2,455.09,13814,666.81,892.88,1182
P06733,3825,11490,4187.3,4362.5,6112,3546.9,6048.7,24881,4133.4,4674.1
P06733,1883.6,6985.7,2393.8,2845,3023.9,2166.4,2959.8,11522,1922,3069.5
Q96FW1,1777.3,23810,0,1540.3,5074.7,1657.8,1862.3,3921.4,41685,937.79
P15311,50338,1126.4,7591,71.413,2110.2,5081.8,3541.4,31049,0,833.28
O15379,385.31,528.23,132.11,358.97,6459.7,142.41,3055.6,868.16,255.57,680.81
O60861,9440.4,1715.7,46051,3668.8,3307.3,99510,0,10910,321.59,10480
O60861,33980,7098.4,175020,12308,16003,331500,6338.2,38421,979.86,38157
P05089,3543.1,1150.2,63011,1996.8,8039,0,32153,322.57,6108.1,2733
P52292,1401.9,17252,0,2263.9,8811.5,77.134,517.37,1376,292.81,1280.2
Q96FW1,2117.3,30249,0,2150.4,5464.2,1903.6,1521.1,4175.3,52712,775.25
P06733,4935.8,176910,16027,19144,30359,20432,41165,418670,3094.6,50783
P06733,0,16316,398.68,814.02,1991.9,1208.6,2945.9,36909,344.62,3934.2
Q15185,14266,0,1589.2,1750.7,3509.3,728.64,105.32,4119.9,972.12,38036
P15311,95301,2351.5,14997,119.93,4907.2,9455.9,5616.9,51982,0,1825.7
P52292,2092,23570,744.07,3317.6,11435,577.27,1663.5,2399.1,1063.9,2152.2
O60861,1303.6,101.57,7054,175.95,363.23,14445,452.73,1486.9,52.526,1301.9
Q15185,20467,284.94,3090.2,2158.7,4756.3,1002,450.9,5479.8,1325.6,45415
P15090,37686,15352,14796,305520,5711.5,20754,15351,12720,562580,50528
Q14847,4514.7,1629.3,37627,1022.8,10792,90318,0,9631.4,2088.2,6684.5
Q14847,1695.4,315.66,20616,404.18,4598.7,39009,292.52,4405.5,540.55,1364.6
O15379,1419.9,873.34,357.56,0,35683,633.84,17256,2411.9,751.37,1442.3
O15379,850.83,1114.6,668.47,1184.8,12439,616.28,5419.5,1529,900.42,1288.3
Q9Y2W7,5485.7,1344.2,6047.4,57029,2023.7,10758,1842,3472.6,2974.9,27101
P15311,61491,1616.7,9426,869.13,3106.9,5545.2,3880.7,32602,1145.3,1902.5
P15311,152870,5799.4,25712,2992.5,9898.4,14789,10804,65905,623.73,4744.1
P52292,2648,28578,157.4,3606.3,12583,144.12,1064.1,2593.3,239.73,2012.9
P52292,3177.9,41301,770.36,7306.1,18169,695.12,2466.6,3767,819.75,3239.3
P52292,3935.6,46129,0,6295.4,23771,211.6,1932.9,4427.6,823.14,3243.8
Q9Y2W7,5884.7,143.87,4554.5,80453,0,9237.1,402.89,2936.8,1729,40345
P15090,893.57,402.5,365.42,7793.3,707.42,561.04,389.42,503,15326,1212.2
P15090,922.29,289.39,303.77,7099.5,725.4,520.61,401.09,377.3,15854,854.13
P15311,45742,3721.6,7077,2761.3,4259.9,7556.9,6171.2,27677,3556.7,3450.7
Q96FW1,2117.5,26119,0,2085.8,5096.9,654.18,2604.1,4640.9,44228,1419.8
O60861,3109.7,603.39,6014.8,845.17,462.51,31319,398.79,2815.3,110.76,3144.8
O15379,1166.7,1059.6,3073.8,1570,3064.2,965.03,2360.4,1222.1,1201,1499.1
P15311,241780,5379.4,32835,318.23,10954,23476,13663,125370,0,2633.7
O60861,33127,10660,139060,14131,10205,193250,6156.5,22467,5284.9,31092
P15311,44517,3399.4,8105.7,573.72,2990.9,4785.3,2971.1,30202,0,1888.4
P15311,12272,375.69,2047.2,84.869,1746.2,1181.8,1471.5,7858.1,138.25,522.72
P52292,1975.4,25835,0,3008.9,13184,62.713,701.29,2399.9,504.37,2137.6
P15311,164370,4075.6,27363,409.14,8175.5,15740,10277,89721,256.76,3418.3
Q14847,2651.7,874.38,20533,556.13,4906.9,43476,0,4803.4,984.16,2219.5
Q14847,3683,1789.6,30453,1049.2,8833.8,64592,0,7747.6,1763.7,4045.6
O15379,980.39,1393.3,338.37,517.57,31268,360.54,15569,2231.8,580.03,2118.4
O15379,859.49,1110.3,132.9,574.12,29555,455.31,15605,2106.4,473.64,1992.3
Q14847,323.92,297.41,853.61,524.15,652.92,850.64,447.88,645.89,314.54,326.78
P52292,2231.2,22781,0,4128.7,14600,186.11,1516.3,3004.5,529.95,2545.4
P15311,268640,6829,41419,832.68,11495,21414,12711,111030,0,3200.9
P15311,201650,5986.6,41214,1417,12366,20807,13056,110390,527.08,8551.3
P52292,1845.5,13367,0,2860,5669.2,799.39,1628.8,1801.7,1044,1993.2
P06733,190.83,27855,3510.8,2317.6,3777.8,3184.5,7233.5,73782,355.87,8514.2
O15379,271.3,285.23,109.52,0,11518,96.958,4778.8,877.17,47.374,719.14
P06733,0,7610.2,740.02,722.38,702.03,569.84,1589.9,18500,302.43,2643.2
P15311,53231,2790.5,8347.7,1961.6,5121.9,6046.6,4811.9,29719,858.15,2876.8
Q15185,21525,159.74,3081.5,2002.4,3713.7,1141.8,354.97,5560.2,1183.8,49604
Q9Y2W7,32319,2515.3,23802,425190,15771,40805,2486.4,15251,11017,234570
O60861,23868,4306.9,117080,7856,5450,226450,6229.5,18738,389.2,23737
O15379,591.72,582,280.54,494.12,20614,359,9636.1,1498.1,483.59,1448.8
P06733,963.16,16064,2458.4,2474.1,2653.7,2272.2,3856.5,46098,353.16,4639.3
P15311,58481,1428.7,11259,110.34,2914.4,6097.7,3323.9,32743,0,1811.3
O60861,30798,5925.9,147360,11523,11423,303620,1139.7,28849,1757.2,30919
O60861,1898.5,277.06,9927.1,566.41,376.01,18243,142.97,1834.6,0,1788.9
P15090,4615,3284.1,3622.9,23879,2637.3,3310.4,3436.5,4163.9,54940,6320.5
O60861,56506,10904,278560,18137,16484,543650,2459.9,52108,1723.8,54259
Q14847,2134.4,1008.4,18389,651.34,5274.3,39339,520.8,5134.5,1258.5,2231.2
P05089,2196.4,495.55,35361,1161.7,6701.2,462.78,20173,445.39,4214,1992.6
O60861,8806.4,2382.4,42021,3497.5,2017.6,102470,3145.6,8266.6,0,14667
P52292,14377,180040,143.42,24163,88927,2121.8,7732.3,15635,4049.8,13237
P15311,21382,2000.4,4893.7,1361.9,3435.9,2374.8,2973.3,13092,1672.2,1431.6
P06733,100.04,70517,3039.1,9347.1,8666.9,5490,13843,168550,225.69,24336
Q14847,5524.4,2110.7,40491,1391.7,8755.2,83476,190.31,8048.2,2304.4,4834
O60861,1125.2,777.79,3619.9,636.9,656.37,8458.6,985.52,833.08,480.38,1121.8
Q96FW1,4215.3,58443,500.18,4470.4,10088,4157.6,5077.8,8083.8,104750,2496.1
P05089,2502.8,595.51,42116,867.24,4919.3,0,22588,69.504,4498.4,2640.2
O15379,3651.6,4673.1,1911.4,2401.8,111680,2594.2,46894,8305.2,2626.9,9562.6
P06733,0,31187,3037.2,2408.6,3505.7,2434.7,6797.5,76658,206.31,7269
Q9H0R8-2,7470.1,175.2,5254.3,91199,17421,6628.9,180740,9503.4,13177,14703
P15311,103030,2626,14136,287.35,5362.1,10220,5784.3,52890,0,1559.3
O15379,6641.2,7401.3,3580.7,4815.8,161280,3791.6,80529,12772,3962.7,12264
P15311,17326,552.43,3202.7,476.64,1353.1,2023.8,1267,9505.6,570.41,764.86
P06733,468.44,29996,2667.9,2783.1,4479.9,2765.7,5963.8,69106,1557.9,8420.9
Q9Y2W7,12141,466.93,9578.6,160300,7395.8,13262,478.34,5078.4,3356.3,80683
Q9Y2W7,5565.3,52.152,4251.1,66433,2021,8972.5,732.77,2570.1,1464.6,35780
P05089,7662.9,3984,129200,4816.8,19757,1248.3,64621,1390.1,16371,10384
O15379,457.28,489.29,0,240.29,16729,236.24,7069.3,1119,213.74,730.06
Q14847,9717.4,4417,87907,2298.1,23081,142450,0,20365,3769.1,10323
P06733,36.506,114640,4174.3,8598.2,13637,10001,24627,274320,522.48,29867
Q9H0R8-2,1460.3,386.97,1468.5,15839,3506.2,1585.2,30022,2076.7,2704,2945.6
O15379,626.98,774.03,88.626,0,20925,478.88,12022,1432.7,1004.2,1568.4
O15379,137.66,298.69,38.489,0,6890.2,44.264,3140.3,617.97,151.57,704.41
O15379,1128.7,1813,305.91,643.3,41985,547.78,19717,2681.9,709.12,2472.7
O60861,4380.5,594.36,30322,702.73,2108.4,16559,1704.1,2407.8,0,4560
P0A8D6,1937.4,2093.5,1790.9,2358.7,2979.7,2257.5,2492.5,2667.1,2303.6,1928
P76461,2817.2,2828.9,2601.6,3449.7,3561.8,2508.5,3479.7,3494.8,2927.1,2870.1
P06993,2320.9,2038.1,1874.5,2448.9,2499.9,2217.9,2439.3,2692.8,2206.4,2327.6
P37325,1867.6,2444.4,1981.3,2255.2,2346.5,1857,2362.3,2314.6,2431.5,2162.2
P0AEQ1,23100,26737,22674,25772,29269,26781,30539,29789,26909,23003
P25738,15343,16352,15519,16233,18023,17265,17933,17120,17399,17028
P64596,7063,7444.4,6893.4,7944,8677.9,7595,8558.1,8866.7,7805.6,7415.2
P00452,33768,30819,30680,34628,35627,31969,36128,38212,31872,33405
P0AEG4,20926,31609,25146,25462,33194,36567,26638,28494,25323,22661
P19934,4360.7,4433.7,5052.8,5091.4,5666.2,5291.5,6126.2,5131.4,5139.6,5407.5
P0A9B2,416550,369390,392210,452210,470340,384120,475590,450370,387720,348680
P0A8T7,10012,9366.8,10536,10226,11307,9308.7,11088,10868,10153,9761.8
P0A794,3690.3,5625.7,3773.7,4928.2,6399.8,4057,5031.1,5302.1,5043.7,4160
P0A7J3,22148,25613,22550,26909,28229,23350,28438,27132,26832,22169
P00935,2163.9,2196.4,2074.8,2225.9,2499.6,2148.6,2122.9,2358.6,2014.4,2305.1
P0AG84,3527.7,3785,2974.7,3270.8,3449.9,3465.7,4014,3769.9,3867.4,3838.9
P0A9M8,5522.9,5112.1,5151.6,6006.3,6156.1,4479.4,6325.5,6219.3,5019.6,5361.7
P0A9Q7,4910,4327.2,4707.5,4949.9,5827.6,5063.8,5859.1,5632.5,5056,5003.2
P67087,1356.9,1722,1318.6,1767.5,2215.6,1607.4,1754.4,1748.3,1805.1,1626.6
P05042,448.05,453.4,74.073,431.51,583.64,155.5,188.13,541.26,368.44,378.21
P0AEJ2,3471.4,3729.2,3146.3,3655.3,4238.4,3717.8,3672.8,3992.9,3112.6,3445.1
P0AC38,45794,65315,40020,45944,68567,37411,57167,56398,51905,55735
P08142,694.05,920.66,720.47,716.69,773.5,815.59,801.88,690.36,880.44,728.31
P76576,1945.8,2519,1941.1,2733.8,2719.5,2421.1,2510.5,2428,2196.7,2746.8
P39342,5020.9,4399.9,4456.5,5523.4,5570.6,4949.4,5132.9,5390.8,4904,5554.6
P0AET8,5596.2,6727.5,5729.1,5762.2,6963.1,4561,5969,4968.5,5357.3,4211.7
P25888,2532,1944,2637.2,2571.1,2671.4,2492.6,3166.6,2841.3,2654.4,3105.1
P16659,15206,16682,14110,17105,21135,14210,19329,18076,15865,14453
P0ABQ0,2073.1,1843.7,1961.7,1883,2330.3,1676.8,2356.1,2639.9,1882.6,2226.8
P0ADC3,388.5,451.73,271.11,426.51,435.13,535.89,639.72,489.1,484.88,379.86
P10121,787.02,1165.7,1068.3,1075.9,1278,1028.4,1307.1,1235.9,1164.6,1051.4
P33667,951.71,1067.4,809.07,1000.9,1123.3,850.58,1268.5,1082.7,1072.7,1003.9
P0A9W3,5547.8,7776.2,7149.3,6606.2,6986.9,7389.5,7178.2,6899.8,6863,6895.8
P45955,3187,3437.5,2582.8,3082,3513.8,3213.1,3633.4,3387.3,3725.7,2607.1
P29131,6330.9,6744.9,5494.4,7261.2,7290.2,6327.1,6801.7,6701.2,6596.5,6751.6
P38038,7912.7,13180,8204,10306,14184,7754.9,11372,11640,11357,10090
P15639,13545,13299,12149,14397,15402,12270,15675,14555,13009,11972
P37908,1814.3,1366,1844.4,1977.6,2428.6,1790.5,2163.1,1938.1,1862.5,2149.8
P25740,562.07,644.71,693.3,948.59,808.96,623.57,817.76,803.6,632.12,764.16
P0A9Q7,10485,9876.7,10559,11950,12753,11628,13543,12115,11238,13447
P09152,4890.5,4206.9,4705,4395.7,5655.2,4825.5,5585.7,4860.9,4402.7,4764.8
P0A7J7,57385,64659,55569,68048,77282,62391,63914,64875,65060,80239
P0A6Y8,5694.2,5144.5,4153.8,3803.3,5983.1,9230.8,4514.4,4055.6,3922.5,4445
P50465,2225.5,2434.4,2650.4,2629.9,3032.2,2926.6,2926.7,3222.6,2567.7,2590.6
P0ACQ4,1028.8,837.13,1092.4,901.44,1366.1,675.58,1020.7,1136.8,845.92,1091.4
P0A6Z3,23102,28862,25957,25214,30515,23287,28489,28305,26866,22643
P45395,9232.5,10104,9724.3,11218,11444,8958.3,11775,11591,9613.1,9921.3
P0A9K1,6854.8,6307.9,6132.2,7662.6,7708.7,7200.4,8041.5,7841.3,6667,7407.2
P0ADG4,2056.1,2266.2,2343.4,2275.9,2700.8,2264.1,2392.1,2108.5,2327.7,2302.8
P0ADG4,1353.2,1720.1,1826.5,1588.7,1677.1,1647.4,1913.4,2068,1734.1,1957.3
P21165,10071,12087,9015.9,11349,12402,9128.4,10862,11101,11037,9211.4
P0A867,9141.9,10470,8618.4,10948,11907,8724.1,10776,11161,9445.4,8530.6
P35340,13185,13413,12687,13917,15453,12255,15765,14220,13458,12364
P15038,782.09,582.28,520.13,767.65,733.54,827.44,936.89,831.58,588.28,493.06
P36683,40668,37777,35641,43881,43540,35093,43770,43458,33917,33877
P06710,5045.3,5038.9,5253,5346.1,5781.8,5453.1,5314.2,6080.8,4706.9,5392.6
P00961,14059,15375,13577,14570,14772,13309,15328,14977,13395,14583
P0A6C1,977.8,977.89,899.77,1201.2,1322.1,821.42,1103.4,906.36,1039.6,960.75
P27306,30968,28882,27614,34327,36129,29553,34902,33713,30263,31648
P0AGI8,5588.3,5216,5009.9,6048,6026.7,5766.5,6433.9,6460.8,5207.8,5685.4
P0ACB7,1804.7,1598.2,1685.1,2077.8,2003.2,1854.3,1927.6,2004.4,1880.1,1774.2
P28249,1207.4,961.87,838.18,1212.2,1277.6,1154.1,1190.8,1082.9,1124.4,1224.9
P07813,2688,3040.3,2821.5,3191,3319.1,2825.1,3150.5,3132.1,3142.2,2933.3
P0A870,16166,20717,16652,19026,25025,15007,22238,21608,18751,14860
P30864,758.36,607.19,630.84,951.91,918.29,671.25,881.23,897.55,683.69,559.2
P0ADC1,7855.6,7848.2,7859.3,9761.6,9293,9598,10010,9785.3,8224.2,10006
P0ACE0,1040.7,1105.9,953.05,876.42,1243.1,934.03,912.21,1000.4,861.41,950.28
P0ABS5,1243,1004.8,865.31,981.82,970.69,1056.6,949.04,924.66,1193.8,639.5
P39325,19327,22247,19898,19889,23129,18918,23340,23273,21386,19086
P75797,6811.7,7929.2,6830,6477,8062.2,5711.5,7668.6,7641.8,7467.5,7983
P07650,14840,16739,13306,16758,12799,6214,23121,17099,13627,13155
P76116,19455,21427,17273,20895,19528,18984,21203,21579,19100,19224
P0ABC7,2101.9,2182.4,1931.7,2387.9,2506.3,1976.3,2247.1,2259.3,2120.5,2295.9
P0ABA4,5447,6265.2,6272,6306.3,8098.5,5962.8,6960.9,7151.6,6520.9,6903.4
P64588,5762.2,5522.2,4989.9,5760.9,5810.3,5794.3,5514,5929.3,5286.1,6864.6
P0ABJ1,14611,13744,13848,13992,15076,13351,15415,15291,13221,14799
P05707,515.27,382.19,139.19,297.11,385.76,222.44,324.92,522.75,169.56,218.31
P30958,12706,12386,12612,13601,14627,11668,14859,13867,12385,13235
P0AD59,7209.7,11202,7624.6,9046.9,12918,7982.5,9439.8,8780.9,8617.8,8298.6
P39451,2265,3063.5,1992.7,2689.6,3316.7,2396.2,2552.6,2594.4,2671.3,3021.1
P00888,197.25,0,88.706,176.26,108.35,93.919,135.44,113.67,185.06,101.11
P0ABE2,444.18,285.21,325.89,453.24,457.15,293.94,481.29,420.88,516.38,384.09
P0AC02,4255.8,3421.8,4344.7,4471.7,4646.8,4019.3,5368.5,4507,4463.6,3813.3
P24182,29213,30048,28435,32498,38307,28412,32026,34197,28747,32004
P0A7L0,22772,24171,24273,26669,28610,25343,25384,25359,25893,29329
P0A7L0,2010.2,2872.8,2140.2,2898.7,2953.9,2753.4,3294.1,3461.8,2680.8,3511.2
P63284,6677,7840.8,7444.1,7903.7,11120,7250.5,8021.5,9133,8466.8,8985
P31455,174.73,223.34,52.447,155.34,155.94,246.5,129.92,171.42,87.273,309.3
P11454,492.49,833.31,581.59,632.83,698.41,838.81,746.12,830.39,642.39,641.75
P13482,1318.4,1278.6,1085.6,2929.2,2018.1,2050.3,1837,2007,1755.3,2812
P0A8T7,708.7,784.48,628.04,728.79,708.93,518.66,791.76,643.07,640.5,788.55
P0AAX8,952.75,1455.5,832.31,1339.7,1430.1,1086.9,1313.7,1203.2,926.43,1323
P02924,8126.5,10570,9193.3,8859,10690,8647.3,10377,11072,9534.8,7232.5
P0A8H6,1522.9,1531.8,1376.3,1819,1471.2,1298.2,1441.3,1281.7,1238.1,1312.2
P26616,9768,10364,8628,10775,12228,8599.8,11836,11541,9693.8,8504.4
P0AC41,17867,16516,16447,18362,23045,15020,19903,20625,16601,17042
P0A9C0,4111.7,3851.2,4141.3,4657.5,3799.9,3410.9,4395.1,4195.7,4020.1,4313.4
P0A867,742.42,823.99,964.34,937.39,1166.2,853.98,822.23,1133,716.17,947.14
P21151,92125,120820,86224,122360,144640,101660,111580,116390,112360,152720
P0AD27,3289.7,3419.9,3354.8,4181.4,4678.1,3724.4,3775.9,3957.9,3480.3,4706.9
P0A8D6,2165.2,2710.7,2128,2669.3,2824.2,2216.6,3110.8,2842.5,2433.8,1998
P0AAA1,3272.2,3229.7,3322.1,3254.9,3247.9,3049,3604.5,3181.8,3117.5,3530.5
P0A7D7,8317.8,10225,7747.9,9752,10732,8056.1,9367.8,9826.5,9581.3,9483.6
P0A8V0,4137.5,5043.4,4182.4,5424.1,5757,4350.3,4855.8,5386.7,4803,5100.1
P67910,3397,4309.4,3359.4,3686.6,5268.2,3425.3,4723.5,4210.6,4157.4,3426.2
P0A6P9,1210.6,1260.8,1593.2,1357.9,1552.7,1269.9,1334.7,1387.7,1534.9,1263.3
P0A9T0,8257.4,7668.4,7910.4,9080.7,9929.7,7531.5,9495.5,8901.7,8421.6,8314.4
P0AFL6,3114.9,5320.8,4152.9,4671.2,6095.5,584.74,3837.7,4743.5,4860,7554.1
P33218,5829.3,5714.9,5915.9,5952.6,7014.5,2615.5,6821.1,6644.2,5867.7,5990.2
P00960,14982,16006,15260,16154,18993,2390.4,18278,16971,15540,15522
P00363,7199.5,7551.3,6409.3,8013.1,8486.8,6045.7,7795.2,8371.3,7147,7425.5
P0A7J0,7587.5,10488,9015.4,9603.6,12057,7878.5,10063,9951.5,9445.9,7231
P0ACD4,25901,34711,25119,28707,35627,28270,30160,29503,28302,24438
P39298,5944.5,7012.9,6530,8717.1,7761.7,6426.1,6935.7,6777.7,6452.2,6362.5
P25526,12494,14158,12093,14352,16458,12196,15766,14892,13318,12410
