Accession,TotInt_126C_Ecoli_12prot_MS3,TotInt_127N_Ecoli_12prot_MS3,TotInt_127C_Ecoli_12prot_MS3,TotInt_128N_Ecoli_12prot_MS3,TotInt_128C_Ecoli_12prot_MS3,TotInt_129N_Ecoli_12prot_MS3,TotInt_129C_Ecoli_12prot_MS3,TotInt_130N_Ecoli_12prot_MS3,TotInt_130C_Ecoli_12prot_MS3,TotInt_131N_Ecoli_12prot_MS3
P00579,429810,425060,425250,465520,501270,447960,467800,474910,433870,501290
P00582,182790,178970,176940,203700,220100,178230,210580,208220,185800,205840
P00634,11721,9858.4,13078,12326,13650,13016,15271,13020,14028,12423
P00722,466.32,772.27,718.96,925.24,983.72,808.18,942.78,779.38,694.04,750.7
P00803,68656,65049,64148,70897,76146,67686,74391,77028,70542,70732
P00805,116920,133350,114810,131790,158460,112680,148820,149140,134460,119170
P00811,29890,30044,28904,31959,33973,30120,33063,32796,31185,32745
P00861,23359,18875,18039,23443,23749,20674,24682,24865,19947,21120
P00864,362600,343680,333610,402920,426240,339450,423670,409430,352980,375480
P00887,58950,56577,58992,63253,72306,41224,67497,63066,59594,58954
P00888,197.25,0,88.706,176.26,108.35,93.919,135.44,113.67,185.06,101.11
P00893,9553.2,9889.5,9095.5,11526,11263,10277,12132,10990,10064,10282
P00894,138.5,147.92,302.58,380.12,433.82,118.8,385.09,279.22,336.86,199.66
P00895,32248,34012,32724,36695,40715,31205,39193,38880,33656,30344
P00903,557.14,832.21,691.51,852.53,775.24,605.07,682.98,720.8,759.02,793.08
P00904,27028,25696,25568,28387,30782,22135,32829,28482,25106,26424
P00909,77295,90334,70333,89761,113480,67129,94327,91385,82940,76671
P00914,10499,11240,10566,12175,11821,11715,13759,12247,12020,11438
P00926,51572,50662,48766,57159,60720,50172,60391,58095,51111,53484
P00934,25103,29280,23247,28945,36995,23009,31371,31273,28813,25436
P00935,24172,24449,23405,27110,29425,23657,28004,26472,23440,23931
P00936,19493,19843,18479,20520,22397,18366,22754,21986,18999,19321
P00946,68731,93143,67043,84856,105640,76704,92584,93601,88682,76791
P00954,137390,144290,134610,157320,179780,137150,170150,166970,151460,144030
P00956,366280,346440,354610,390320,422860,339780,413000,409660,357780,379860
P00957,643260,607240,613400,702300,749430,615840,749850,728360,634440,672470
P00959,327850,307480,304010,350480,376660,302010,377010,363780,317280,329260
P00960,92605,109510,92282,110300,130050,83852,117450,118310,105280,104800
P00961,275950,277600,265640,299570,331740,266120,328070,319160,281210,287250
P00962,256690,246640,239490,277680,300250,238440,293920,284530,253000,255890
P00963,36016,41726,37052,42224,47191,38297,43870,45995,40043,40811
P00968,113650,106110,105210,125910,130320,106600,131790,128610,113440,111120
P02358,143280,199390,160470,175410,239770,158600,180480,194250,183950,165230
P02359,221230,203900,240430,227800,254040,222130,246710,246860,231610,254520
P02413,176080,166270,175060,187740,193990,183620,197490,190970,180290,198420
P02916,3466,3121.3,2813.4,3882.5,3560.3,3020.2,3476.4,3547,3145.2,3368.2
P02918,3745.7,3617.1,4367.7,3873.8,3865.2,3855.9,4599.5,4343.3,3956.7,3778.4
P02919,18466,16898,15598,19685,18973,18744,20599,20246,18193,18901
P02924,42402,56276,44597,48860,59079,46072,53294,53793,52419,45164
P02925,291600,401600,307790,336880,430960,320460,366600,371350,352870,303880
P02929,2957.4,3010.6,2819.3,2841.7,3287.8,2493.6,3173.4,3032.5,2902.7,3024.7
P02930,34805,42219,33822,35917,43047,38979,42285,42886,42381,37053
P02931,35638,39168,40859,37201,43640,32667,45030,41596,38038,29896
P02942,3869.3,3651,3000.9,3795.9,4429.9,3730.8,4108.6,4536.7,4198.3,4595.9
P02943,11572,12820,10968,12991,16365,11434,17598,14512,13125,11722
P03004,32022,30501,31899,33947,36981,31816,37337,34057,33306,32293
P03007,6644.8,7801.6,6421.1,8451.6,10112,6967.7,8519.7,8761.3,7189.2,6721.3
P03018,32767,31123,33141,37261,37176,33633,38104,37844,32748,35528
P03023,20179,29716,21764,22274,30768,29390,24098,24162,19068,20140
P03024,16650,19380,15900,19332,21471,17681,19330,19357,16785,17506
P03813,5649.1,8145,6572.8,7964.1,10327,7497.3,9357.2,9060.8,7502,6077.7
P03817,16886,21317,19047,21037,24602,19511,22912,23309,21563,18340
P03841,53959,75519,57613,64170,83132,60168,72978,72804,69036,57422
P04036,24763,30870,23806,29528,37554,24961,31540,30408,28267,25493
P04079,102930,122050,97428,115510,146410,101110,127990,123890,113330,98345
P04395,446.02,605.09,595.09,482.47,583.72,470.51,481.27,523.25,429.2,536.2
P04425,41739,50014,36945,45417,58802,37865,50461,49933,43542,38568
P04693,57436,68530,52782,67437,80928,55065,72654,69941,62510,58459
P04805,158290,155650,153200,172440,194650,147350,175160,177300,155130,159700
P04825,371750,430150,349790,426950,501060,327940,438840,436590,393690,407760
P04846,12657,12453,11866,13104,13217,13090,14450,15547,13180,13019
P04949,9265.9,12501,9366.8,10815,14034,10591,11799,12492,11573,10289
P04951,47976,62565,46272,57127,70260,48633,61616,61321,55260,50444
P04968,31528,31996,28908,33696,37625,30597,36527,36361,32056,33594
P04982,30892,40755,31369,33532,44307,31275,35729,37994,34366,32144
P04983,57487,61480,54939,65141,71264,57477,70066,67385,58662,62441
P04993,18411,18128,19492,20248,23091,19048,22612,20411,19308,20540
P04994,25781,24783,27472,27751,27285,28428,29430,29060,25607,29167
P04995,30849,30354,28659,34141,36161,31912,34218,37346,30905,31841
P05020,54331,52126,52574,57279,63030,42244,57039,58361,52583,51052
P05041,848.6,1199.2,700.64,1062.5,1052.1,787.85,877.38,1022.8,909.1,963.91
P05042,288730,305550,265150,331090,361730,276550,333010,346760,298570,327610
P05050,616.03,568.41,792.54,884.1,1103.5,545.81,772.91,828.12,788.96,754.58
P05052,15032,12930,13778,16242,15342,12822,16171,15895,13604,14763
P05055,308830,322270,301580,338420,374430,316580,354670,358860,329590,343240
P05100,11129,13035,10393,13677,14834,11455,13709,13613,12120,11467
P05194,19566,25525,18924,23393,30640,20673,26381,26487,23480,20082
P05458,68628,67726,64509,75347,81140,68690,82132,79444,67106,73332
P05459,131350,135200,124750,146680,162850,118910,155650,150530,131160,133370
P05523,11441,11050,12049,12168,13569,12373,14981,13417,12403,12462
P05637,10157,14214,10074,12893,16949,10456,14099,13730,12641,10190
P05707,6471.3,5990,5696.4,6672.7,7507.9,6696.5,7834.9,6742.2,6365.5,6975.1
P05791,52745,52079,48251,57445,62439,47872,61543,59782,53318,53717
P05793,49039,51880,46442,58261,60922,48021,58123,59101,51228,49804
P05804,36653,37412,36198,41208,43234,36140,44440,42656,37604,38385
P05825,5760.6,6062.1,4947.5,6533.8,7164.5,5954.3,6594.3,6661.5,6631,5783.1
P05827,1193.9,1272.1,1264.2,1519.4,1890.8,1339.8,1391.4,1632.2,1399.1,1403.3
P05852,39513,38466,38969,43661,46524,39847,46953,44262,39972,43061
P06129,10678,12540,9562.9,12191,15341,10115,13813,13019,11608,10735
P06134,1546.9,1234.8,1065.6,1694.4,1866.2,1159.6,1390,1759.2,1660.6,1903
P06149,228860,232960,221320,255490,268140,223470,266360,264970,237550,268790
P06282,1164.4,1252.6,642.78,1202.9,1526.7,1098.4,1307.6,1128.2,1183.9,807.15
P06610,18278,23271,24547,23561,30089,20884,26957,25482,22840,18912
P06612,177820,176620,178690,191040,207570,181120,205570,200520,188440,209070
P06616,30585,30028,30525,33531,35250,31838,36400,34834,32682,33829
P06709,12534,12820,12779,14128,16472,13417,16827,15562,13152,13646
P06710,67380,65749,63130,75154,76298,68121,77152,75742,65622,72266
P06715,189110,195450,172880,209890,226410,175110,205590,218010,184750,186330
P06720,96244,110040,88707,105540,131480,86756,109880,114330,103020,97648
P06721,8189.4,7192.6,8263.7,8949.9,9426.1,8084.4,9056.8,9260.5,8628.9,8953.9
P06846,22430,25803,22210,26564,30122,22966,28615,27361,25180,24939
P06959,393860,398580,404820,425260,471070,403320,451020,456970,419590,435170
P06961,46211,44872,44680,48204,54197,44784,54317,51593,45952,47235
P06966,4864.4,4385.7,5047.6,5402.3,5402.4,5293.2,5607.9,5506.7,5006.8,5854.9
P06968,5188.5,7579.4,5906.2,5930.9,7555,5846.8,7028,7029.2,6373.7,5488.6
P06971,40427,46668,37064,53544,55187,39396,55829,49461,49450,44142
P06974,7104.4,7433.4,7186,8016.3,8624.6,7023.6,9033.1,8732.6,7542,7349.8
P06983,30859,42097,32829,37001,48247,35188,40186,41318,39261,34996
P06986,26263,32381,24004,31154,39155,24470,36430,33631,30198,25686
P06987,66684,65999,63747,71676,77296,62739,69229,74618,68283,74583
P06988,28422,34746,27928,32598,42279,26490,36411,34331,33055,25958
P06989,13382,17784,13721,15730,19872,15601,17073,17456,15613,14011
P06992,38104,35326,36093,39733,41051,36438,42176,40199,37500,38750
P06993,97246,92711,94282,105590,114820,81612,112040,111280,99232,106800
P06996,55622,73553,49826,63645,83580,57804,71684,67358,68109,59918
P06999,43451,54538,41175,49426,62659,42386,55788,52826,50295,44565
P07000,4836.9,4952,5414.9,5123.6,5938.1,5554.3,6085.3,6129.5,5741.1,4675.6
P07001,27211,21750,25256,27330,29717,24445,31212,27748,25476,21773
P07003,181590,171350,168420,198550,210910,165500,207950,199290,172860,178050
P07012,108650,134710,113690,129790,150870,111550,129290,137910,126580,127160
P07014,159400,182400,159250,200330,216330,166070,202770,196310,179110,181760
P07017;P50466;P07018,2649.6,2685.5,2165.8,2290.7,2701.8,2462.5,3002.2,2740.6,2760.7,2374.3
P07023,18661,17776,16986,20738,24574,18172,21626,21988,18589,18593
P07024,83143,97352,80810,92646,103310,84609,99084,101260,94810,88929
P07102,96389,100810,92871,105310,121850,91431,115860,112900,102630,98295
P07109,13093,13506,13132,15247,15674,14424,16862,16537,14211,15592
P07117,2013.7,1568.2,1868.1,1882.4,2116.7,1922,2582.3,2310.1,2180.9,1701.1
P07118,276410,253390,267650,287310,302330,262540,307970,302610,266640,282380
P07363,2050.8,1930.7,1612.8,2054.7,2173.9,1725.4,2406.8,2377.6,2145.8,2105.8
P07395,227270,216450,210700,245020,262160,206440,259150,251940,216840,213770
P07604,141190,138010,135550,158820,162020,138380,165910,161830,142270,146380
P07639,83081,86413,81019,91300,103720,91548,96712,98446,83053,83557
P07648,8718.5,7840.1,8523.8,9621.6,10185,8459.7,9931.9,9430.4,9230.8,8666.2
P07649,13299,13484,13714,15762,16137,14018,16237,15695,13675,14305
P07650,76414,86885,70552,87130,99399,63874,100290,92267,81229,72019
P07762,80609,77643,75312,92030,94709,78975,94067,92613,82954,90254
P07813,524560,507940,500020,563220,599260,502690,587440,572520,519950,555750
P07821,6049.7,7156.4,5391.5,9342.5,8061.7,6166.9,7130.4,6686.4,5674.9,7858.3
P07862,27894,39192,28987,33441,44700,30395,37232,36881,35256,30257
P07913,99764,99004,91547,102440,124570,83797,115660,104690,97479,102800
P08142,12264,17064,12434,17148,19083,14025,15055,16307,15178,15536
P08178,16711,19099,16118,26834,27101,17059,25209,20892,18620,17632
P08179,3166.6,2923.1,3465.4,3419.3,4560.4,3395.4,4572.3,3557,4042.3,3427.5
P08192,27218,26716,28271,29850,34426,27772,31452,32397,28841,28194
P08194,57444,51674,54458,60598,61735,54488,67505,62388,58955,56323
P08200,793360,974400,744170,885450,1153500,728070,1018600,989860,878820,731880
P08201,13155,16229,11050,11484,10124,5099.8,9630.6,9290,8678.8,8378.4
P08202,29195,28665,28147,31715,34004,27386,34219,33530,28097,27620
P08204,3598.8,4461,3586.2,4289.7,6085,3582.2,4026.1,4344.6,3823.9,3817.4
P08244,38978,46001,36046,45096,55278,36676,48901,48140,42675,36366
P08312,103990,117330,102030,117740,137170,106190,122620,128000,112340,110070
P08331,113650,126610,102130,126790,148540,104650,138880,133270,123780,106980
P08337,992.09,659.51,892.78,900.81,1090,866.85,876.99,1150.6,1137.2,844.09
P08368,28852,26376,29626,29546,32668,28131,29990,32040,29372,31408
P08373,34663,38108,34167,38532,48220,30936,39435,39013,34794,33600
P08390,21983,30292,21801,27891,35916,24505,29974,29192,26152,24035
P08394,31953,30403,29954,33530,39521,31734,36304,39224,32645,35904
P08395,6782.3,6719.8,6793.8,7661.2,7993.2,7027,7725.2,8166.2,7078.4,7929
P08506,92501,82808,88009,98949,106320,90214,107720,104150,90653,93821
P08622,135380,131470,135950,145970,150560,137270,154050,149730,136280,144270
P08660,8162,10581,8809.9,10359,12327,7942.8,10294,10276,10264,9538.8
P08839,309740,395850,334010,369070,441930,345260,406590,399900,385580,353560
P08997,531420,528080,511180,603120,647390,517680,620290,615380,552490,618890
P09029,6051.9,7048.8,5355.2,7345.3,8472.7,6268.3,7449.1,7132,6770,6335.3
P09030,30254,34162,29087,35270,43581,28422,36995,38002,32436,29601
P09053,14195,14081,16406,16817,17109,14995,17957,16584,15150,14440
P09099,9300.4,10308,8027.6,9583.1,11284,7675.4,10481,10163,8871.8,9408.5
P09126,9660.3,9849.3,9190.1,11022,12635,9819.1,12047,12052,10669,10220
P09127,69635,73446,69079,76226,82243,73082,82613,81351,73521,71364
P09147,272330,317220,246380,320190,387440,250420,317400,331950,289170,273400
P09148,213830,234430,222420,243530,271950,220520,234220,253320,227500,241440
P09151,5415,3967.1,4164.5,4484.5,5445.4,3380.7,4385.2,5430.3,4075,3752.6
P09152,207350,196530,207300,224210,239540,200200,240110,226920,211720,226170
P09155,14120,14964,13524,15084,17838,14176,16414,16312,15323,14190
P09158,11296,13206,12688,12728,17436,10780,13725,13711,12348,10298
P09169,22418,24679,21590,23555,29400,21641,28599,28458,25611,22871
P09323,79950,80107,79129,90112,96431,81984,95371,92392,88140,88216
P09372,137800,203110,147610,174320,224740,159920,181470,185010,181450,164740
P09373,985970,966660,925260,1080500,1204600,925500,1144500,1113700,1000800,1088900
P09394,103910,165240,110880,133850,183630,119700,139890,143480,141320,117680
P09424,114000,124430,110890,128510,145390,108560,129060,133310,121110,123390
P09546,268500,248250,247820,293650,295560,249940,297650,288000,258680,275290
P09549,8843.5,9829.2,9149.2,10520,10438,10760,11033,11910,10918,10720
P09551,111050,167360,116580,130070,172570,123320,141890,146430,142890,111850
P09831,75182,71440,74896,79709,84934,65652,87468,84035,78324,81751
P09832,21362,20201,18384,23405,25846,18975,25456,23951,21102,20572
P09980,27826,26717,26595,30310,32432,26405,32572,30873,28884,32053
P0A698,83415,81667,81447,91289,96128,81937,96115,94877,86038,89864
P0A6A0,5078.5,4221.1,4425.1,5535.6,5527.6,4790.5,6152.4,5458.4,5274.8,5706.3
P0A6A3,102850,113050,98677,112730,135080,66645,109270,117820,105090,104510
P0A6A6,6343.7,5944.6,5492.4,6916.7,7591.2,6089.3,7174,7437.6,6782.6,6319
P0A6A8,44739,64946,51643,65190,69996,60255,62234,64576,61020,62002
P0A6B4,28218,26237,26332,29557,31393,26701,32704,30183,28000,29010
P0A6B7,240380,229740,231130,261170,284900,214090,274990,269180,234080,254210
P0A6C1,13546,16474,12297,15360,19106,13612,15033,16200,14777,13079
P0A6C8,5017.2,5427.1,4868.4,5228.6,6155.1,5087.7,6223.4,5764.7,5638.2,5399.3
P0A6D0,15400,20465,17787,19277,22905,19625,20781,21611,18834,17915
P0A6D3,57160,63560,51914,67065,77803,54800,71846,68871,63055,55603
P0A6D7,24585,28550,27299,30643,33233,28676,31783,30886,30300,29466
P0A6E4,35521,41138,33522,38676,51242,30947,42447,43433,39532,34772
P0A6E6,2973.5,3838.8,3066,3480.9,4208.7,3572.1,3923.1,3799.1,3597,3175.8
P0A6E9,14606,14352,13800,15782,17090,14554,17182,16434,15272,14687
P0A6F1,6157.9,5572.5,5748.4,7059.9,7963,6232.5,7587.1,7685.3,6263.7,5913.2
P0A6F3,1468900,1535400,1371600,1658400,1886400,1370500,1713100,1719400,1533900,1460100
P0A6F5,922050,1124200,974010,1070300,1299300,1027400,1182600,1170400,1103400,1015100
P0A6F9,77331,113340,87441,103300,119770,98855,110630,107260,98775,94639
P0A6G3,10856,14628,12700,13529,14925,13921,17783,15978,15697,12758
P0A6G7,36287,49206,35959,46380,52891,32390,44324,45436,39452,39849
P0A6H1,74899,86457,75132,89789,103120,68316,92511,90701,79947,76588
P0A6H5,280670,299240,284070,312770,343350,283510,333030,328450,296900,292860
P0A6I0,31469,39892,30349,36636,46931,32939,38581,40532,39189,35356
P0A6I3,19812,19318,18903,22141,24374,19004,22959,22719,19771,20821
P0A6I6,6104.6,7344.6,7065.4,7607.4,10324,5977,8690.3,8755.2,7903.6,6638.1
P0A6I9,3838,4596.2,3557.1,4089.1,5790.3,4721.1,5042.8,4812.6,4777.6,3374.9
P0A6J3,629.84,569.86,680.53,627.2,705.58,820.53,926.81,857.57,533.8,778.45
P0A6J5,113040,112130,110110,125870,132560,112680,132170,129880,115890,122020
P0A6J8,58955,81509,61622,68289,95720,59947,78359,74568,73280,60833
P0A6K1,18757,21112,18002,23336,25698,19320,21825,23435,21889,22582
P0A6K3,63793,76977,65304,76364,91754,70025,80605,81812,74887,69646
P0A6K6,188500,260480,192130,220190,297620,191260,236840,244590,232470,205740
P0A6L0,150820,182420,147320,173540,212170,147320,192620,193110,166750,150970
P0A6L2,104320,117040,96762,122240,141130,97900,127480,123730,115050,102760
P0A6L4,50213,59680,47117,57850,71491,49301,64270,63231,58366,51364
P0A6L7,18355,17646,17153,18432,20246,18040,20770,20921,19254,18374
P0A6L9,496.23,506.44,450.27,385.64,329.98,285.25,579.73,466.96,497.62,515.32
P0A6M4,4618.8,6308.2,3908.7,5531.2,7436.1,4703.1,6399.7,5668.7,6266,3997.2
P0A6M8,1108600,1017400,1010100,1155400,1252100,1010300,1256500,1230900,1049100,1091300
P0A6N4,71974,81399,69257,80332,90757,77291,86751,90029,77954,80105
P0A6N8,24925,33437,26787,30505,35306,28910,32844,33894,31891,28088
P0A6P1,347150,510880,383880,431860,566290,416790,473630,479700,454560,400520
P0A6P5,192730,207560,191790,207620,218430,192540,219990,235990,195290,213850
P0A6P7,41466,41138,42942,47384,51346,44899,50599,49534,45218,46027
P0A6P9,331980,373510,360170,371290,437580,345300,398760,413480,380670,381170
P0A6Q3,90885,89130,88712,97662,102640,87133,103990,103770,89164,89891
P0A6Q6,38205,47654,38125,48065,54156,41710,48170,46600,45244,44384
P0A6R0,36711,51757,38188,44854,60542,37832,48409,47951,46558,40712
P0A6R3,704.37,449.87,546.59,618.12,699.49,696.33,599.5,616.04,630.91,715.4
P0A6S0,11552,13955,11351,12618,14509,11407,13739,13660,12793,11760
P0A6S7,19617,22371,19696,22600,24429,19250,24009,22632,21197,20683
P0A6T1,213800,197880,217150,223560,243890,202020,246100,243180,210840,227240
P0A6T5,75186,73306,80802,89057,94091,76490,88637,87017,75638,84221
P0A6U3,36947,35162,34949,44552,45817,37635,46699,41823,37867,40771
P0A6U5,22698,22030,21005,25338,27627,22792,25290,25174,22194,22961
P0A6U8,68593,56261,62753,73995,74485,63089,77500,72113,61195,64400
P0A6V1,68965,64237,67275,75722,80155,63224,80297,76119,68048,72305
P0A6V5,1248.4,1882.2,1633.3,1337.2,1642.1,1733.4,1752.5,1953.8,1551.9,1281.3
P0A6V8,31475,31667,29824,33603,36944,29676,35468,35586,31419,30649
P0A6W0,8722.7,7518.8,8076,9819.6,10125,7872.9,9752.3,9470.8,8600.8,8289
P0A6W3,11547,10080,10798,11997,12901,11001,14401,12800,11636,9515.4
P0A6W5,36542,49860,39611,46512,54528,44067,48404,48624,47412,39050
P0A6W9,67881,65235,62274,72622,81737,64181,81707,78602,68107,68577
P0A6X1,18835,22652,21030,21355,24132,21711,23736,25424,23577,21468
P0A6X3,14253,20210,15168,19730,21711,17574,18333,17182,17229,21324
P0A6X7,91916,115080,95319,113400,130570,109050,117370,118080,117230,124620
P0A6Y1,98046,110010,111780,111930,133550,100070,121160,120770,114760,104360
P0A6Y5,50100,71546,54355,63964,76172,52960,66536,65201,63093,54903
P0A6Y8,859140,1176700,904830,1023500,1300600,978840,1101100,1108800,1049800,938360
P0A6Z1,42458,55124,42736,49827,65941,44386,56917,55878,51349,44991
P0A6Z3,398740,529440,437890,457340,586540,426260,504530,505660,489710,433420
P0A6Z6,2062.4,3411.4,1777.5,2122.6,3103.7,2334.1,2465.9,2534.6,2979.4,2095.2
P0A705,436440,421200,438870,468750,505640,435160,507630,481700,444940,473070
P0A707,184490,181220,187050,199840,220200,192140,215210,202480,196170,210260
P0A715,201500,205800,195320,224770,251210,193480,245670,234260,206860,192430
P0A717,79815,81421,76662,89859,104810,75764,96690,95903,82474,82350
P0A720,10385,14986,11554,12682,18763,11952,14474,14459,13134,10227
P0A722,79235,67204,69732,82671,86426,67189,85196,82593,67578,72063
P0A725,30896,30406,28928,33719,34592,25657,35779,34487,30597,32974
P0A729,11733,14631,10857,13484,15880,11181,15026,14420,13047,12029
P0A734,28583,36412,31488,36860,43737,33203,39425,39231,36195,36227
P0A738,23730,31341,28606,30223,34681,24336,31384,32354,30607,25490
P0A742,16478,13903,16050,17378,16251,14831,18424,17819,16112,15734
P0A744,8735.1,8831.7,8362.6,8788.8,11461,7097.4,9107.2,9536.7,8749.2,8651.7
P0A746,6587.1,8926.3,6563.1,7540,9728.7,6516.8,7728.6,7488.1,7499.9,7447.5
P0A749,78439,93690,76325,91105,110570,70257,91706,96055,85051,84755
P0A752,1712,2097.6,1821.1,2094.9,2059.2,1587.5,2094.8,2153.9,1948.3,1516.8
P0A754,1030.5,1359.1,1146.5,1426.4,1638.7,964.73,1396.7,1333.2,1214.9,1521.5
P0A759,44470,45655,45380,50720,56403,45218,52506,53479,46966,47800
P0A761,3099.6,5640,3363.7,4403.3,6271.3,3799.6,4793.2,4543.9,4736.5,4219.5
P0A763,22978,34842,27242,27997,39244,24133,31990,32677,30826,25599
P0A776,4436.1,4346.2,4166.4,4484.1,4715.6,4063.4,4866,4904.3,4055.1,4355.3
P0A780,89545,110520,101290,105250,124320,95534,112200,114970,106740,102540
P0A784,27325,36111,28707,32835,44786,29816,37402,37393,34637,28670
P0A786,49062,51079,49396,54426,65478,36596,57936,58032,51924,51104
P0A790,1326.2,918.64,1208.6,1670.1,982.11,1491.7,1553.5,1111.4,1111.1,1214.3
P0A794,32655,48524,33491,43767,58026,36095,45538,47134,42064,37501
P0A796,79653,99352,74108,92270,114270,75741,93031,98013,88276,87768
P0A799,425700,547240,404170,502650,642190,424350,563730,550060,489760,405820
P0A7A2,15041,17915,14492,18079,23261,16134,18824,19549,17397,17860
P0A7A5,18261,18334,20378,19939,22950,18862,22862,21567,20074,21851
P0A7A7,89282,80729,80031,87396,95613,76764,93168,90199,84527,90979
P0A7A9,201010,278470,209380,245640,309310,212020,267740,261810,248250,209250
P0A7B1,161500,147540,149640,169370,175920,138370,180360,173980,155000,162990
P0A7B3,3494.5,3615.1,3541.3,4443.7,4610,3151.4,3919.3,4346.7,3079.1,3767.9
P0A7B8,55545,58943,58964,61858,67864,52120,63426,63493,58074,57310
P0A7C2,27051,33019,28654,32385,37188,29297,33435,34957,31380,28309
P0A7C6,9726.8,11796,8966.9,10813,13458,9801.6,11447,11983,11212,9539.2
P0A7D1,28813,29155,30093,33133,34879,30262,34822,34185,29406,29038
P0A7D4,272260,288460,259990,302550,351300,250140,330470,320560,280410,268340
P0A7D7,27765,35815,25443,32100,41890,26790,34344,35461,33204,29442
P0A7E1,11908,12315,12429,13126,14423,11968,13870,13222,11811,13208
P0A7E3,18343,19944,18988,20966,24584,20132,23190,22903,21621,20396
P0A7E5,332900,324390,309650,366860,403840,316430,395160,375660,339490,343000
P0A7E9,21361,20346,21459,23347,23567,21759,27914,24727,21751,19165
P0A7F3,17213,22796,17607,20224,26327,18838,22372,23657,20535,19714
P0A7F6,15360,18288,15870,17636,20077,15120,17617,18254,16617,16182
P0A7F9,2556.8,3161.5,2753,2852.4,3313.7,2369.7,3117,2716.1,2943.3,2526.9
P0A7G2,32399,34651,32832,36229,41552,34573,39513,38466,37581,35429
P0A7G6,122530,122870,118080,133730,141410,120480,141390,138200,121410,132280
P0A7H0,3044.8,3415.9,2976.8,3901.8,3596.8,2998.4,3626.7,3488.2,3562.2,3663.7
P0A7H6,1533.1,2006.6,2131.5,1514.8,2182.9,1744.6,1817.6,2198.6,1632.4,1525.7
P0A7I0,66406,71610,65199,80053,85238,69046,72835,80509,72073,80493
P0A7I4,198200,195140,188570,214400,233630,187360,226940,222180,194840,211530
P0A7I7,33443,46234,35895,41621,50377,26727,46406,43374,40598,33947
P0A7J0,14951,20681,15488,17683,23363,15623,19240,18852,18040,14352
P0A7J3,123070,137750,125870,144810,160010,124670,160520,149700,139870,123290
P0A7J7,188280,193040,185480,213120,225720,198300,215610,212330,202700,222210
P0A7K2,140890,193590,152890,176430,223360,161990,184490,180110,180440,151720
P0A7K6,282760,257200,291960,297830,317440,287170,330690,307960,289930,286950
P0A7L0,406700,377570,403850,428130,465010,407640,456290,443620,411910,442410
P0A7L3,101930,92904,96083,107460,107960,100530,109480,110350,99840,107440
P0A7L8,162090,153960,165290,175070,172460,161720,188480,174920,169370,180660
P0A7M2,224430,207280,228520,230390,230910,215540,245570,237620,227490,242540
P0A7M6,43361,47115,48933,47339,61834,53028,55580,55147,54234,52299
P0A7M9,126760,144320,130520,138770,157500,127610,149870,150610,137330,127640
P0A7N4,6732,4984.1,8477.6,15278,9194.1,7075.4,24439,8041.1,8084.4,7346
P0A7N9,5887.9,3911,9512.3,3958.1,7212.2,3284.5,5317.3,6315,6290.3,7133.1
P0A7P5,48374,42769,46457,46583,45275,47635,51956,50071,47485,50171
P0A7Q1,12273,11067,11881,13478,13573,12983,13823,13322,12681,13248
P0A7R1,216760,279140,218890,252620,315930,242910,281040,279480,261870,247650
